,ExponentialMovingAverage,WeightedMovingAverage,StochasticSlow,MACDHisto,RSI,SmoothedMovingAverage,ATR,time,value
32,13.084571362751465,12.835815384615385,53.41880341880341,-0.2166359120245236,45.684093590328146,43.910691481431506,0.38962469882084294,1999-12-16,10000000.0
33,13.068835104078277,12.831846153846154,50.85470085470086,-0.2000365328704099,47.87415937533688,44.30703827082204,0.3889372203336398,1999-12-17,10000000.0
34,13.035078557610717,12.811907692307692,48.290598290598304,-0.20469472261723887,44.18453811444912,44.29478825518475,0.38401313316695124,1999-12-20,10000000.0
35,12.998534053179124,12.79043076923077,44.23076923076926,-0.21159564367111194,43.181040273680054,44.183413457034284,0.3658693379407404,1999-12-21,10000000.0
36,12.9363391260115,12.7432,29.487179487179493,-0.244106671349547,38.237642085019694,43.58883631983283,0.3754500995164018,1999-12-22,10000000.0
37,12.883543808626,12.703846153846154,21.367521367521363,-0.2620101070366445,39.44822237965602,43.17477492581515,0.3707750924080874,1999-12-23,10000000.0
38,12.834809669500922,12.6668,14.743589743589729,-0.27305114517284146,39.448222379656016,42.802119671199236,0.3578625858075097,1999-12-27,10000000.0
39,12.789824310308543,12.631292307692307,16.025641025641022,-0.2785898372148985,39.448222379656016,42.466729942044914,0.35444382967840177,1999-12-28,10000000.0
40,12.743683978746347,12.593476923076924,14.743589743589729,-0.2845407801285944,38.505578959562136,42.07061484379664,0.35126927041565875,1999-12-29,10000000.0
41,12.681862134227398,12.539107692307692,15.780310224754635,-0.3059035897603657,34.7766726499229,41.34122062440927,0.36617860824311166,1999-12-30,10000000.0
42,12.639411200825291,12.500707692307692,25.8705286483064,-0.3039980578221755,39.56664283565308,41.163762845533654,0.39359442194003225,1999-12-31,10000000.0
43,12.590225723838731,12.4544,34.56790123456788,-0.30941112473302823,37.535473225607525,40.80093388354105,0.4190519632300299,2000-01-03,10000000.0
44,12.56866989892806,12.433107692307694,47.32510288065844,-0.28539673413916056,44.8111198017649,41.20195247536344,0.43340539442788484,2000-01-04,10000000.0
45,12.563387599010518,12.42796923076923,55.82462804685027,-0.24817296106260578,48.751144143537054,41.9568716421808,0.4381621519687502,2000-01-05,10000000.0
46,12.587742399086634,12.45323076923077,75.11870845204182,-0.18586746408168509,55.581262267053276,43.31931070466805,0.43400771254241094,2000-01-06,10000000.0
47,12.706377599156893,12.573876923076924,81.30518959248245,-0.03521936856578911,69.82674795791867,45.97005442999311,0.5544357330750957,2000-01-07,10000000.0
48,12.912040860760209,12.784892307692308,90.21428815675343,0.18292622613829934,77.57267242567409,49.13031622956121,0.6084046092840174,2000-01-10,10000000.0
49,13.18803771762481,13.073015384615386,90.67094261340787,0.44109811684790223,82.02521051274381,52.41980565787947,0.6635185657637305,2000-01-11,9845000.0
50,13.481265585499827,13.387292307692308,98.68199233716477,0.6782288219127146,83.59138026537107,55.536963118628634,0.665410096780607,2000-01-12,10010000.0
51,13.713475925076764,13.651200000000001,95.52242926155971,0.8163998435798749,76.420543676209,57.62532117438667,0.6714522327248494,2000-01-13,10010000.0
52,13.860900853917014,13.838769230769232,87.6521739130435,0.8459480817113523,65.83739494750633,58.446528551698634,0.6949199303873602,2000-01-14,10010000.0
53,14.02083155746186,14.041723076923079,80.75362318840581,0.8841873214814697,67.56123215598409,59.35799891212718,0.6767113639311202,2000-01-18,10010000.0
54,14.183075283810949,14.25043076923077,78.60869565217392,0.9192273261847639,68.6068121843297,60.282880239347435,0.6640891236503258,2000-01-19,10010000.0
55,14.327454108133185,14.443753846153847,81.10144927536231,0.930620750653901,67.74050782446488,61.02864299785918,0.6437970433895881,2000-01-20,10010000.0
56,14.446880715199864,14.613815384615384,80.59917110716401,0.9145828837775394,65.4518323407087,61.470961932144135,0.6199543974331888,2000-01-21,10010000.0
57,14.54712066018449,14.764246153846154,77.63436779453461,0.8812246361248075,63.77593228309836,61.70145896723956,0.5935290833308182,2000-01-24,10010000.0
58,14.6396498401703,14.905446153846155,73.90206116167394,0.8450468109139777,63.77593228309836,61.90890629882544,0.5954198630929026,2000-01-25,10010000.0
